Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1782549169,17,STREAM,E2E,0.500000,0.000000,8100,8100,9300,9300,10000,10000,10000,10000,10000,10000,10000,6,0,7600,8221.18882338206,7114.138841629028,9978.684186935425,0.0
1782549169,17,STREAM,TTFT,0.800000,0.000000,950,960,970,980,990,990,990,990,990,990,990,14,0,950,1239.185128893171,906.3029289245605,3884.855031967163,0.0
1782549169,17,POST,chat (headers),0.500000,0.000000,870,870,950,950,1400,1400,1400,1400,1400,1400,1400,6,0,850,945.6768888436878,815.9995829919353,1367.707291035913,0.0
1782549169,17,,Aggregated,1.800000,0.000000,960,990,7100,7200,8100,9300,10000,10000,10000,10000,10000,26,0,960,2782.6840799176493,815.9995829919353,9978.684186935425,0.0
1782549170,18,STREAM,E2E,0.500000,0.000000,7600,8100,9300,9300,10000,10000,10000,10000,10000,10000,10000,7,0,7600,8129.18438230242,7114.138841629028,9978.684186935425,0.0
1782549170,18,STREAM,TTFT,0.900000,0.000000,950,970,980,980,990,1400,1400,1400,1400,1400,1400,15,0,960,1247.6397355397542,906.3029289245605,3884.855031967163,0.0
1782549170,18,POST,chat (headers),0.500000,0.000000,850,870,950,950,1400,1400,1400,1400,1400,1400,1400,7,0,850,925.8878750094611,807.153792004101,1367.707291035913,0.0
1782549170,18,,Aggregated,1.900000,0.000000,970,1400,7200,7600,8100,9300,10000,10000,10000,10000,10000,29,0,970,2831.0379942854993,807.153792004101,9978.684186935425,0.0
1782549171,19,STREAM,E2E,0.600000,0.000000,7700,8100,9300,9300,10000,10000,10000,10000,10000,10000,10000,8,0,7600,8071.432322263718,7114.138841629028,9978.684186935425,0.0
1782549171,19,STREAM,TTFT,0.900000,0.000000,950,980,990,990,1400,2000,2000,2000,2000,2000,2000,16,0,960,1294.6053892374039,906.3029289245605,3884.855031967163,0.0
1782549171,19,POST,chat (headers),0.600000,0.000000,850,870,950,950,1400,1400,1400,1400,1400,1400,1400,8,0,830,912.2072968893917,807.153792004101,1367.707291035913,0.0
1782549171,19,,Aggregated,2.100000,0.000000,970,1400,7100,7600,7700,8100,10000,10000,10000,10000,10000,32,0,970,2893.2125994069793,807.153792004101,9978.684186935425,0.0
1782549172,20,STREAM,E2E,0.600000,0.000000,7700,7900,8100,8100,10000,10000,10000,10000,10000,10000,10000,9,0,7700,8048.89194170634,7114.138841629028,9978.684186935425,0.0
1782549172,20,STREAM,TTFT,0.900000,0.000000,980,990,1400,1400,1800,2000,2000,2000,2000,2000,2000,18,0,970,1315.0055673387315,906.3029289245605,3884.855031967163,0.0
1782549172,20,POST,chat (headers),0.600000,0.000000,850,870,880,880,1400,1400,1400,1400,1400,1400,1400,9,0,850,908.5897962278169,807.153792004101,1367.707291035913,0.0
1782549172,20,,Aggregated,2.100000,0.000000,990,1800,7200,7600,7900,8100,10000,10000,10000,10000,10000,36,0,980,2896.873218152905,807.153792004101,9978.684186935425,0.0
1782549173,21,STREAM,E2E,0.700000,0.000000,7600,7600,7700,7700,7900,7900,7900,7900,7900,7900,7900,9,0,7700,8048.89194170634,7114.138841629028,9978.684186935425,0.0
1782549173,21,STREAM,TTFT,1.000000,0.000000,990,1200,1400,1400,1800,2000,2000,2000,2000,2000,2000,19,0,980,1312.1649089612458,906.3029289245605,3884.855031967163,0.0
1782549173,21,POST,chat (headers),0.700000,0.000000,830,830,850,850,880,880,880,880,880,880,880,9,0,850,908.5897962278169,807.153792004101,1367.707291035913,0.0
1782549173,21,,Aggregated,2.400000,0.000000,990,1400,7100,7200,7600,7700,7900,7900,7900,7900,7900,37,0,990,2852.661321937056,807.153792004101,9978.684186935425,0.0
1782549174,22,STREAM,E2E,0.800000,0.000000,7600,7700,7900,7900,8100,8100,8100,8100,8100,8100,8100,10,0,7700,8058.4861516952515,7114.138841629028,9978.684186935425,0.0
1782549174,22,STREAM,TTFT,1.000000,0.000000,1200,1300,1600,1600,1800,2000,2000,2000,2000,2000,2000,20,0,980,1327.8016686439514,906.3029289245605,3884.855031967163,0.0
1782549174,22,POST,chat (headers),0.800000,0.000000,830,850,880,880,890,890,890,890,890,890,890,10,0,850,906.9088206975721,807.153792004101,1367.707291035913,0.0
1782549174,22,,Aggregated,2.600000,0.000000,1200,1600,7200,7600,7700,7900,8100,8100,8100,8100,8100,40,0,990,2905.2495774201816,807.153792004101,9978.684186935425,0.0
1782549175,23,STREAM,E2E,0.800000,0.000000,7900,8100,8200,8200,8200,8200,8200,8200,8200,8200,8200,12,0,7900,8082.322796185811,7114.138841629028,9978.684186935425,0.0
1782549175,23,STREAM,TTFT,1.300000,0.000000,1300,1400,1600,1600,1800,2000,2000,2000,2000,2000,2000,21,0,990,1329.0265401204426,906.3029289245605,3884.855031967163,0.0
1782549175,23,POST,chat (headers),0.800000,0.000000,840,850,880,880,890,890,890,890,890,890,890,12,0,840,894.7532048235493,807.153792004101,1367.707291035913,0.0
1782549175,23,,Aggregated,2.900000,0.000000,1300,1800,7600,7600,8100,8200,8200,8200,8200,8200,8200,45,0,1000,3014.099318992036,807.153792004101,9978.684186935425,0.0
1782549176,24,STREAM,E2E,0.800000,0.000000,7900,8100,8200,8200,8300,8300,8300,8300,8300,8300,8300,13,0,8100,8098.169253422664,7114.138841629028,9978.684186935425,0.0
1782549176,24,STREAM,TTFT,1.300000,0.000000,1300,1400,1400,1600,1800,2000,2000,2000,2000,2000,2000,23,0,1000,1319.9077896449876,906.3029289245605,3884.855031967163,0.0
1782549176,24,POST,chat (headers),0.800000,0.000000,830,840,850,880,890,890,890,890,890,890,890,13,0,840,889.8553909877172,807.153792004101,1367.707291035913,0.0
1782549176,24,,Aggregated,2.900000,0.000000,1300,1800,7600,7700,8200,8200,8300,8300,8300,8300,8300,49,0,1000,3004.126521207544,807.153792004101,9978.684186935425,0.0
1782549177,25,STREAM,E2E,0.700000,0.000000,8100,8200,8200,8300,8400,8400,8400,8400,8400,8400,8400,14,0,8100,8117.073518889291,7114.138841629028,9978.684186935425,0.0
1782549177,25,STREAM,TTFT,1.300000,0.000000,1400,1600,1800,2000,2300,22000,22000,22000,22000,22000,22000,25,0,1000,2194.944486618042,906.3029289245605,22256.938934326172,0.0
1782549177,25,POST,chat (headers),0.700000,0.000000,830,830,840,880,890,890,890,890,890,890,890,14,0,830,885.3669671973746,807.153792004101,1367.707291035913,0.0
1782549177,25,,Aggregated,2.700000,0.000000,1400,2300,7700,7900,8200,8400,22000,22000,22000,22000,22000,53,0,1200,3413.3543202012143,807.153792004101,22256.938934326172,0.0
1782549178,26,STREAM,E2E,0.900000,0.000000,8200,8200,8300,8400,8800,8800,8800,8800,8800,8800,8800,15,0,8100,8163.640292485555,7114.138841629028,9978.684186935425,0.0
1782549178,26,STREAM,TTFT,1.400000,0.000000,1600,1800,2000,2300,2400,22000,22000,22000,22000,22000,22000,28,0,1200,2171.878397464752,906.3029289245605,22256.938934326172,0.0
1782549178,26,POST,chat (headers),0.900000,0.000000,830,840,880,890,1300,1300,1300,1300,1300,1300,1300,15,0,840,910.6265138524274,807.153792004101,1367.707291035913,0.0
1782549178,26,,Aggregated,3.200000,0.000000,1600,2300,7700,8100,8300,8800,22000,22000,22000,22000,22000,58,0,1300,3395.2861590359103,807.153792004101,22256.938934326172,0.0
1782549179,27,STREAM,E2E,0.900000,0.000000,8200,8300,8400,8800,9700,9700,9700,9700,9700,9700,9700,16,0,8100,8257.289722561836,7114.138841629028,9978.684186935425,0.0
1782549179,27,STREAM,TTFT,1.400000,0.000000,1600,1900,2000,2300,2400,22000,22000,22000,22000,22000,22000,28,0,1200,2171.878397464752,906.3029289245605,22256.938934326172,0.0
1782549179,27,POST,chat (headers),0.900000,0.000000,840,880,890,1300,1900,1900,1900,1900,1900,1900,1900,16,0,840,971.6222942370223,807.153792004101,1886.5590000059456,0.0
1782549179,27,,Aggregated,3.200000,0.000000,1800,2400,8100,8200,8400,9700,22000,22000,22000,22000,22000,60,0,1400,3474.5864566299133,807.153792004101,22256.938934326172,0.0
1782549180,28,STREAM,E2E,1.000000,0.000000,8400,8800,9000,9600,9700,9700,9700,9700,9700,9700,9700,18,0,8200,8371.597131093344,7114.138841629028,9978.684186935425,0.0
1782549180,28,STREAM,TTFT,1.400000,0.000000,1800,2000,2300,2400,2600,22000,22000,22000,22000,22000,22000,30,0,1300,2181.841047604879,906.3029289245605,22256.938934326172,0.0
1782549180,28,POST,chat (headers),1.000000,0.000000,890,1000,1300,1700,1900,1900,1900,1900,1900,1900,1900,18,0,850,1013.3856666571875,807.153792004101,1886.5590000059456,0.0
1782549180,28,,Aggregated,3.400000,0.000000,1900,2600,8200,8300,9000,9700,22000,22000,22000,22000,22000,66,0,1400,3551.286693752362,807.153792004101,22256.938934326172,0.0
1782549181,29,STREAM,E2E,1.000000,0.000000,8400,9000,9100,9100,9600,9700,9700,9700,9700,9700,9700,19,0,8200,8410.434609965274,7114.138841629028,9978.684186935425,0.0
